#description: MAxO therapeutic annotations for rare diseases
#date: 2023-07-13
#tracker: https://github.com/monarch-initiative/MAxO/issues
disease_id	disease_name	citation	maxo_id	maxo_label	hpo_id	maxo_relation	evidence_code	extension_id	extension_label	attribute	creator	last_update	created_on
MONDO:0007947	Marfan Syndrome	PMID:20301510	MAXO:0000653	angiotensin-receptor blocker therapy	HP:0002616	PREVENTS	TAS				ORCID:0000-0002-0736-9199	2022-07-05	2022-02-10
MONDO:0007947	Marfan Syndrome	PMID:25405392	MAXO:0000187	beta-adrenergic antagonist agent therapy	HP:0002616	PREVENTS	PCS				ORCID:0000-0002-0736-9199	2022-07-05	2021-12-09
MONDO:0007534	Beckwith-wiedemann Syndrome	PMID:20301568	MAXO:0000500	airway management	HP:0000158	TREATS	TAS				ORCID:0000-0001-7941-2961	2022-07-05	2022-01-26
MONDO:0011182	Trimethylaminuria	PMID:20301282	MAXO:0010103	dietary trimethylamine intake avoidance	HP:0003614	PREVENTS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-07-06
MONDO:0011182	Trimethylaminuria	PMID:20301282	MAXO:0010105	dietary trimethylamine N-oxide intake avoidance	HP:0003614	PREVENTS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-07-06
MONDO:0011182	Trimethylaminuria	PMID:20301282	MAXO:0010104	dietary choline intake avoidance	HP:0003614	PREVENTS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-07-06
MONDO:0011182	Trimethylaminuria	PMID:20301282	MAXO:0000077	behavioral counseling	HP:0000716	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-07-06
MONDO:0009419	Woodhouse-sakati Syndrome	PMID:27489925	MAXO:0000058	pharmacotherapy	HP:0001332	TREATS	TAS	CHEBI:48873	cholinergic antagonist		ORCID:0000-0002-4142-7153	2023-03-04	2022-07-29
MONDO:0009419	Woodhouse-sakati Syndrome	PMID:27489925	MAXO:0000058	pharmacotherapy	HP:0001332	TREATS	TAS	CHEBI:22720	benzodiazepine		ORCID:0000-0002-4142-7153	2023-03-04	2022-07-29
MONDO:0009419	Woodhouse-sakati Syndrome	PMID:27489925	MAXO:0000058	pharmacotherapy	HP:0001332	TREATS	TAS	CHEBI:15765	L-dopa		ORCID:0000-0002-4142-7153	2023-03-04	2022-07-29
MONDO:0009419	Woodhouse-sakati Syndrome	PMID:27489925	MAXO:0009015	botulinum toxin therapy	HP:0001332	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-03-04	2022-07-29
MONDO:0009419	Woodhouse-sakati Syndrome	PMID:27489925	MAXO:0000943	deep brain stimulation	HP:0001332	TREATS	TAS			comment: "stimulation of the globus pallidus interna"	ORCID:0000-0002-4142-7153	2023-03-04	2022-07-29
MONDO:0008667	Von Hippel-lindau Syndrome	PMID:20301636	MAXO:0001110	tumorectomy	HP:0006880	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-08-01
MONDO:0008667	Von Hippel-lindau Syndrome	PMID:20301636	MAXO:0001110	tumorectomy	HP:0009713	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-08-01
MONDO:0008667	Von Hippel-lindau Syndrome	PMID:20301636	MAXO:0000453	laser ablation therapy	HP:0009711	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-08-01
MONDO:0008667	Von Hippel-lindau Syndrome	PMID:20301636	MAXO:0000455	cryosurgery	HP:0009711	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-08-01
MONDO:0008667	Von Hippel-lindau Syndrome	PMID:20301636	MAXO:0000429	external beam radiation therapy	HP:0009711	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-08-01
MONDO:0008667	Von Hippel-lindau Syndrome	PMID:20301636	MAXO:0000448	surgical resection	HP:0009711	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-08-01
MONDO:0008667	Von Hippel-lindau Syndrome	PMID:20301636	MAXO:0001110	tumorectomy	HP:0005584	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-08-01
MONDO:0008667	Von Hippel-lindau Syndrome	PMID:20301636	MAXO:0001065	nephrectomy	HP:0005584	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-08-01
MONDO:0008667	Von Hippel-lindau Syndrome	PMID:20301636	MAXO:0000455	cryosurgery	HP:0005584	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-08-01
MONDO:0008667	Von Hippel-lindau Syndrome	PMID:20301636	MAXO:0000447	surgical excision	HP:0002666	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-08-01
MONDO:0008667	Von Hippel-lindau Syndrome	PMID:20301636	MAXO:0001110	tumorectomy	HP:0002894	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-08-01
MONDO:0008667	Von Hippel-lindau Syndrome	PMID:20301636	MAXO:0000447	surgical excision	HP:0001737	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-08-01
MONDO:0008667	Von Hippel-lindau Syndrome	PMID:20301636	MAXO:0000058	pharmacotherapy	HP:0002666	TREATS	TAS			comment: "CHEBI:38940"	ORCID:0000-0002-4142-7153	2023-06-14	2022-08-01
MONDO:0008667	Von Hippel-lindau Syndrome	PMID:20301636	MAXO:0000058	pharmacotherapy	HP:0005584	TREATS	TAS			comment: "CHEBI:38940"	ORCID:0000-0002-4142-7153	2023-06-14	2022-08-01
MONDO:0008667	Von Hippel-lindau Syndrome	PMID:20301636	MAXO:0000058	pharmacotherapy	HP:0006880	TREATS	TAS			comment: "CHEBI:177023"	ORCID:0000-0002-4142-7153	2023-06-14	2022-08-01
MONDO:0008667	Von Hippel-lindau Syndrome	PMID:20301636	MAXO:0000058	pharmacotherapy	HP:0009713	TREATS	TAS			comment: "CHEBI:177023"	ORCID:0000-0002-4142-7153	2023-06-14	2022-08-01
MONDO:0008667	Von Hippel-lindau Syndrome	PMID:20301636	MAXO:0000058	pharmacotherapy	HP:0009713	PREVENTS	TAS			comment: "CHEBI:9513"	ORCID:0000-0002-4142-7153	2023-06-14	2022-08-01
MONDO:0010156	Spastic Paraplegia 20, Autosomal Recessive	PMID:20301556	MAXO:0000275	urinary antispasmodic agent therapy	HP:0000012	TREATS	TAS	CHEBI:27732	caffeine		ORCID:0000-0002-4142-7153	2022-08-16	2022-02-28
MONDO:0011236	Hyperinsulinemic Hypoglycemia, Familial, 3	PMID:9435328	MAXO:0000905	benzodiazepine agent therapy	HP:0000825	TREATS	TAS	CHEBI:4495	diazoxide		ORCID:0000-0002-0736-9199	2022-09-03	2022-09-03
MONDO:0012382	Hyperinsulinemic Hypoglycemia, Familial, 4	PMID:11489939	MAXO:0000905	benzodiazepine agent therapy	HP:0000825	TREATS	TAS	CHEBI:4495	diazoxide		ORCID:0000-0002-0736-9199	2022-09-03	2022-09-03
MONDO:0012382	Hyperinsulinemic Hypoglycemia, Familial, 4	PMID:11489939	MAXO:0000742	thiazide diuretic agent therapy	HP:0000825	TREATS	TAS	CHEBI:3640	chlorothiazide		ORCID:0000-0002-0736-9199	2022-09-03	2022-09-03
MONDO:0009797	Orotic Aciduria	PMID:9042911	MAXO:0010022	uridine supplementation	MONDO:0009797	TREATS	TAS				ORCID:0000-0002-0736-9199	2022-09-06	2022-09-06
MONDO:0013925	Methylmalonic Aciduria And Homocystinuria, Cblj Type	PMID:22922874	MAXO:0010029	methylcobalamin supplementation	MONDO:0013925	TREATS	TAS				ORCID:0000-0002-0736-9199	2022-09-06	2022-09-06
MONDO:0009419	Woodhouse-sakati Syndrome	PMID:27489925	MAXO:0000058	pharmacotherapy	HP:0001332	TREATS	TAS	CHEBI:9720	Trihexyphenidyl		ORCID:0000-0002-4142-7153	2023-03-04	2022-09-06
MONDO:0009419	Woodhouse-sakati Syndrome	PMID:27489925	MAXO:0000058	pharmacotherapy	HP:0001332	TREATS	TAS	CHEBI:2972	baclofen		ORCID:0000-0002-4142-7153	2023-03-04	2022-09-06
MONDO:0008783	Tangier Disease	PMID:31751110	MAXO:0010034	corneal transplantation	HP:0007759	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-07	2022-09-06
MONDO:0008547	Thanatophoric Dysplasia, Type Ii	PMID:20301540	MAXO:0000504	tracheostomy	HP:0002093	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-03-16	2022-09-06
MONDO:0008546	Thanatophoric Dysplasia, Type I	PMID:20301540	MAXO:0000504	tracheostomy	HP:0002093	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-07	2022-09-06
MONDO:0013521	Dyskeratosis Congenita, Autosomal Dominant 2	PMID:27192671	MAXO:0000286	androgen modifying agent therapy	MONDO:0013521	TREATS	PCS	CHEBI:4315	danazol	comment: "multiple mechanisms of action"	ORCID:0000-0001-7941-2961	2022-09-12	2022-09-12
MONDO:0013878	Pulmonary Fibrosis And/or Bone Marrow Failure, Telomere-related, 1	PMID:27192671	MAXO:0000286	androgen modifying agent therapy	MONDO:0013878	TREATS	PCS	CHEBI:4315	danazol	comment: "multiple  mechanisms of action"	ORCID:0000-0001-7941-2961	2022-09-12	2022-09-12
MONDO:0014590	Myasthenic Syndrome, Congenital, 18	PMID:25381298	MAXO:0000434	calcium channel blocking agent therapy	HP:0001324	TREATS	TAS	CHEBI:51599	2,4-diaminopyridine		ORCID:0000-0002-0736-9199	2022-09-27	2022-09-27
MONDO:0007765	Hyperostosis Cranialis Interna	PMID:20140965	MAXO:0000004	surgical procedure	HP:0010628	TREATS	TAS				ORCID:0000-0002-0736-9199	2022-10-01	2022-10-01
MONDO:0013460	Osteogenesis Imperfecta, Type Xii	PMID:20579626	MAXO:0000954	bisphosphonate agent therapy	HP:0040160	TREATS	TAS				ORCID:0000-0002-0736-9199	2022-11-06	2022-11-06
MONDO:0014081	Card11 Immunodeficiency	PMID:23561803	MAXO:0000747	hematopoietic stem cell transplantation	HP:0002721	TREATS	TAS				ORCID:0000-0002-0736-9199	2022-11-06	2022-11-06
MONDO:0014081	Card11 Immunodeficiency	PMID:23374270	MAXO:0000747	hematopoietic stem cell transplantation	HP:0002721	TREATS	TAS				ORCID:0000-0002-0736-9199	2022-11-06	2022-11-06
MONDO:0009561	Mannosidosis, Alpha B, Lysosomal	PMID:29716835	MAXO:0000933	enzyme replacement or supplementation therapy	MONDO:0009561	TREATS	TAS				ORCID:0000-0002-0736-9199	2022-11-06	2022-11-06
MONDO:0009561	Mannosidosis, Alpha B, Lysosomal	PMID:20301570	MAXO:0009030	hearing aid usage	HP:0000407	TREATS	TAS				ORCID:0000-0002-0736-9199	2022-11-06	2022-11-06
MONDO:0009561	Mannosidosis, Alpha B, Lysosomal	PMID:20301570	MAXO:0000747	hematopoietic stem cell transplantation	MONDO:0009561	TREATS	TAS				ORCID:0000-0002-0736-9199	2022-11-06	2022-11-06
MONDO:0011399	Alpha-thalassemia	PMID:20301608	MAXO:0000747	hematopoietic stem cell transplantation	MONDO:0011399	TREATS	TAS				ORCID:0000-0002-0736-9199	2022-11-06	2022-11-06
MONDO:0011399	Alpha-thalassemia	PMID:20301608	MAXO:0000756	blood transfusion	HP:0004840	TREATS	TAS				ORCID:0000-0002-0736-9199	2022-11-06	2022-11-06
MONDO:0011399	Alpha-thalassemia	PMID:20301608	MAXO:0001225	iron chelator agent therapy	MONDO:0011399	TREATS	TAS				ORCID:0000-0002-0736-9199	2022-11-06	2022-11-06
MONDO:0008692	Abetalipoproteinemia	PMID:30358967	MAXO:0010024	essential fatty acid supplementation	HP:0002630	TREATS	TAS				ORCID:0000-0002-0736-9199	2022-11-06	2022-11-06
MONDO:0008692	Abetalipoproteinemia	PMID:30358967	MAXO:0001135	fat soluble vitamin supplementation	HP:0002630	TREATS	TAS				ORCID:0000-0002-0736-9199	2022-11-06	2022-11-06
MONDO:0013395	Retinitis Pigmentosa 4	PMID:35940643	MAXO:0001001	gene therapy	MONDO:0013395	TREATS	TAS				ORCID:0000-0002-0736-9199	2022-11-07	2022-11-07
MONDO:0014462	Focal Segmental Glomerulosclerosis 8	PMID:24676636	MAXO:0000601	renal dialysis	HP:0003774	TREATS	TAS				ORCID:0000-0002-0736-9199	2022-11-07	2022-11-07
MONDO:0013867	Brown-vialetto-van Laere Syndrome 2	PMID:24253200	MAXO:0010016	riboflavin supplementation	HP:0007141	TREATS	TAS				ORCID:0000-0002-0736-9199	2022-11-07	2022-11-07
MONDO:0000902	Agenesis Of The Corpus Callosum With Peripheral Neuropathy	PMID:20301546	MAXO:0000011	physical therapy	HP:0001371	PREVENTS	TAS				ORCID:0000-0002-0736-9199	2022-11-08	2022-11-08
MONDO:0000902	Agenesis Of The Corpus Callosum With Peripheral Neuropathy	PMID:20301546	MAXO:0000482	orthotic device usage	HP:0003690	TREATS	TAS				ORCID:0000-0002-0736-9199	2022-11-08	2022-11-08
MONDO:0000902	Agenesis Of The Corpus Callosum With Peripheral Neuropathy	PMID:20301546	MAXO:0000166	antipsychotic agent therapy	HP:0000709	TREATS	TAS				ORCID:0000-0002-0736-9199	2022-11-08	2022-11-08
MONDO:0011297	Epilepsy, Nocturnal Frontal Lobe, 2	PMID:20301348	MAXO:0000167	anticonvulsant agent therapy	HP:0002133	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-11-11
MONDO:0011297	Epilepsy, Nocturnal Frontal Lobe, 2	PMID:20301348	MAXO:0000942	vagus nerve stimulation	HP:0002133	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-11-11
MONDO:0011545	Epilepsy, Nocturnal Frontal Lobe, 3	PMID:11104662	MAXO:0000942	vagus nerve stimulation	HP:0001250	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-11-11
MONDO:0011545	Epilepsy, Nocturnal Frontal Lobe, 3	PMID:11104662	MAXO:0000167	anticonvulsant agent therapy	HP:0001250	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-11-11
MONDO:0010899	Epilepsy, Nocturnal Frontal Lobe, 1	PMID:7895015	MAXO:0000167	anticonvulsant agent therapy	HP:0001250	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-11-11
MONDO:0010899	Epilepsy, Nocturnal Frontal Lobe, 1	PMID:7895015	MAXO:0000942	vagus nerve stimulation	HP:0001250	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-11-11
MONDO:0014002	Epilepsy, Nocturnal Frontal Lobe, 5	PMID:20301348	MAXO:0000167	anticonvulsant agent therapy	HP:0002133	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-11-11
MONDO:0014002	Epilepsy, Nocturnal Frontal Lobe, 5	PMID:20301348	MAXO:0000942	vagus nerve stimulation	HP:0002133	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-11-11
MONDO:0009194	Immunodeficiency 32b	PMID:21524210	MAXO:0000747	hematopoietic stem cell transplantation	MONDO:0009194	TREATS	TAS				ORCID:0000-0002-0736-9199	2022-11-11	2022-11-11
MONDO:0013836	Coenzyme Q10 Deficiency, Primary, 6	PMID:21540551	MAXO:0010012	coenzyme Q10 supplementation	MONDO:0013836	TREATS	TAS				ORCID:0000-0002-0736-9199	2022-11-26	2022-11-26
MONDO:0012784	Coenzyme Q10 Deficiency, Primary, 4	PMID:32337771	MAXO:0010012	coenzyme Q10 supplementation	MONDO:0012784	TREATS	TAS				ORCID:0000-0002-0736-9199	2022-11-26	2022-11-26
MONDO:0009591	Metachromatic Leukodystrophy	PMID:32792226	MAXO:0000933	enzyme replacement or supplementation therapy	MONDO:0009591	TREATS	TAS				ORCID:0000-0002-0736-9199	2022-12-12	2022-12-12
MONDO:0009591	Metachromatic Leukodystrophy	PMID:19067349	MAXO:0010033	umbilical cord blood transplantation	MONDO:0009591	TREATS	TAS				ORCID:0000-0002-0736-9199	2022-12-12	2022-12-12
MONDO:0012407	Pyridoxamine 5-prime-phosphate Oxidase Deficiency	PMID:24645144	MAXO:0001131	pyridoxine supplementation	HP:0001250	TREATS	TAS				ORCID:0000-0002-0736-9199	2022-12-18	2022-12-18
MONDO:0011724	Glut1 Deficiency Syndrome 1	PMID:12555938	MAXO:0030010	ketogenic diet intake	HP:0001250	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-01-17	2023-01-17
MONDO:0011724	Glut1 Deficiency Syndrome 1	PMID:15622525	MAXO:0030010	ketogenic diet intake	HP:0001250	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-01-17	2023-01-17
MONDO:0009820	Osteoporosis-pseudoglioma Syndrome	PMID:21407258	MAXO:0000954	bisphosphonate agent therapy	HP:0000939	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-01-22	2023-01-22
MONDO:0009820	Osteoporosis-pseudoglioma Syndrome	PMID:35393770	MAXO:0000954	bisphosphonate agent therapy	HP:0000939	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-01-22	2023-01-22
MONDO:0007903	Li-fraumeni Syndrome	PMID:27501770	MAXO:0000751	clinical surveilance	MONDO:0007903	PREVENTS	TAS				ORCID:0000-0002-0736-9199	2023-01-23	2023-01-23
MONDO:0010926	Hypocalciuric Hypercalcemia, Familial, Type Iii	PMID:24081735	MAXO:0010115	dietary calcium avoidance	HP:0003072	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-01-26	2023-01-26
MONDO:0010998	Congenital Disorder Of Glycosylation, Type Id	PMID:32389449	MAXO:0030010	ketogenic diet intake	HP:0001250	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-01-26	2023-01-26
MONDO:0060491	Neurodevelopmental Disorder With Involuntary Movements	PMID:26060304	MAXO:0000943	deep brain stimulation	HP:0004305	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-01-28	2023-01-28
MONDO:0060491	Neurodevelopmental Disorder With Involuntary Movements	PMID:28357411	MAXO:0000943	deep brain stimulation	HP:0004305	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-01-28	2023-01-28
MONDO:0018274	Amish Infantile Epilepsy Syndrome	PMID:30691927	MAXO:0000167	anticonvulsant agent therapy	HP:0002069	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-01-30	2023-01-30
MONDO:0018274	Amish Infantile Epilepsy Syndrome	PMID:15502825	MAXO:0000942	vagus nerve stimulation	HP:0002069	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-01-30	2023-01-30
MONDO:0014434	Bardet-biedl Syndrome 5	PMID:20301537	MAXO:0000088	dietary intervention	HP:0001513	TREATS	TAS				ORCID:0000-0001-7941-2961	2023-01-31	2022-02-15
MONDO:0009174	Enteropathy, Protein-losing	PMID:28657829	MAXO:0001262	micronutrient supplementation	HP:0001510	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-01-31	2023-01-31
MONDO:0009174	Enteropathy, Protein-losing	PMID:28657829	MAXO:0001129	vitamin supplementation	HP:0001510	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-01-31	2023-01-31
MONDO:0019014	Palmoplantar Keratoderma, Mutilating, With Periorificial Keratoticplaques	PMID:22405088	MAXO:0000237	retinoid agent therapy	HP:0000982	TREATS	TAS	CHEBI:50172	acitretin		ORCID:0000-0002-0736-9199	2023-02-04	2023-02-04
MONDO:0019014	Palmoplantar Keratoderma, Mutilating, With Periorificial Keratoticplaques	PMID:22405088	MAXO:0000237	retinoid agent therapy	HP:0000989	TREATS	TAS	CHEBI:50172	acitretin		ORCID:0000-0002-0736-9199	2023-02-04	2023-02-04
MONDO:0013458	Hyperuricemia, Pulmonary Hypertension, Renal Failure, And Alkalosis	PMID:21255763	MAXO:0000908	phosphodiesterase inhibitor therapy	HP:0002092	TREATS	TAS	CHEBI:9139	sildenafil		ORCID:0000-0002-0736-9199	2023-02-04	2023-02-04
MONDO:0014446	Bardet-biedl Syndrome 18	PMID:20301537	MAXO:0000088	dietary intervention	HP:0001513	TREATS	TAS				ORCID:0000-0001-7941-2961	2023-02-04	2022-02-22
MONDO:0013840	Coenzyme Q10 Deficiency, Primary, 5	PMID:19375058	MAXO:0010012	coenzyme Q10 supplementation	HP:0003128	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-07	2023-02-07
MONDO:0014447	Bardet-biedl Syndrome 19	PMID:20301537	MAXO:0000088	dietary intervention	HP:0001513	TREATS	TAS				ORCID:0000-0001-7941-2961	2023-02-07	2022-02-17
MONDO:0014926	Bardet-biedl Syndrome 20	PMID:20301537	MAXO:0000088	dietary intervention	HP:0001513	TREATS	TAS				ORCID:0000-0001-7941-2961	2023-02-07	2022-02-17
MONDO:0009959	Refsum Disease, Infantile Form	PMID:34664020	MAXO:0010119	dietary phytanic acid intake avoidance	MONDO:0009959	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-07	2023-02-07
MONDO:0009959	Refsum Disease, Infantile Form	PMID:34664020	MAXO:0001142	docosahexaenoic acid supplementation	MONDO:0009959	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-07	2023-02-07
MONDO:0009959	Refsum Disease, Infantile Form	PMID:34664020	MAXO:0001255	cholic acid supplementation	MONDO:0009959	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-07	2023-02-07
MONDO:0009959	Refsum Disease, Infantile Form	PMID:15184617	MAXO:0010119	dietary phytanic acid intake avoidance	MONDO:0009959	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-08	2023-02-08
MONDO:0044316	Thrombocytopenia, Anemia, And Myelofibrosis	PMID:27743390	MAXO:0000760	vitamin B12 supplementation	HP:0001903	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-11	2023-02-11
MONDO:0044316	Thrombocytopenia, Anemia, And Myelofibrosis	PMID:27743390	MAXO:0001128	folic acid supplementation	HP:0001903	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-11	2023-02-11
MONDO:0044316	Thrombocytopenia, Anemia, And Myelofibrosis	PMID:27743390	MAXO:0000108	iron supplementation	HP:0001903	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-11	2023-02-11
MONDO:0008668	Von Willebrand Disease, Type 1	PMID:20301765	MAXO:0000446	desmopressin agent therapy	HP:0012147	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-11	2023-02-11
MONDO:0008668	Von Willebrand Disease, Type 1	PMID:29200009	MAXO:0000445	antifibrinolytic agent therapy	HP:0006298	PREVENTS	TAS	CHEBI:48669	tranexamic acid		ORCID:0000-0002-0736-9199	2023-02-11	2023-02-11
MONDO:0008668	Von Willebrand Disease, Type 1	PMID:29200009	MAXO:0000445	antifibrinolytic agent therapy	HP:0004846	PREVENTS	TAS	CHEBI:48669	tranexamic acid		ORCID:0000-0002-0736-9199	2023-02-11	2023-02-11
MONDO:0013000	Porphyria, Acute Hepatic	PMID:2063868	MAXO:0001175	liver transplantation	MONDO:0013000	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-11	2023-02-11
MONDO:0013607	Immunodeficiency 21	PMID:21816832	MAXO:0000747	hematopoietic stem cell transplantation	HP:0002721	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-11	2023-02-11
MONDO:0007064	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-negative,b Cell-negative, Nk Cell-negative, Due To Adenosine Deaminase Deficiency	PMID:20301656	MAXO:0010030	bone marrow transplantation	HP:0004430	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-11	2023-02-11
MONDO:0007064	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-negative,b Cell-negative, Nk Cell-negative, Due To Adenosine Deaminase Deficiency	PMID:20301656	MAXO:0000933	enzyme replacement or supplementation therapy	HP:0004430	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-11	2023-02-11
MONDO:0013607	Immunodeficiency 21	PMID:22996659	MAXO:0000441	granulocyte colony stimulating factor agent therapy	HP:0001875	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-11	2023-02-11
MONDO:0014423	Immunodeficiency 26 With Or Without Neurologic Abnormalities	PMID:19075392	MAXO:0000747	hematopoietic stem cell transplantation	HP:0004430	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-11	2023-02-11
MONDO:0010533	Arts Syndrome	PMID:8498830	MAXO:0009025	cochlear device implantation	HP:0000365	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-11	2022-02-22
MONDO:0033014	Erythrokeratodermia Variabilis Et Progressiva 4	PMID:28575652	MAXO:0000237	retinoid agent therapy	HP:0010783	TREATS	TAS	CHEBI:6067	isotretinoin		ORCID:0000-0002-0736-9199	2023-02-11	2023-02-11
MONDO:0033014	Erythrokeratodermia Variabilis Et Progressiva 4	PMID:28575652	MAXO:0000237	retinoid agent therapy	HP:0000962	TREATS	TAS	CHEBI:6067	isotretinoin		ORCID:0000-0002-0736-9199	2023-02-11	2023-02-11
MONDO:0014168	Immunodeficiency 8	PMID:19097825	MAXO:0000747	hematopoietic stem cell transplantation	HP:0002721	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-11	2023-02-11
MONDO:0007158	Arthrogryposis, Distal, Type 5	PMID:23487782	MAXO:0000011	physical therapy	HP:0005684	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-11	2023-02-11
MONDO:0007688	Myhre Syndrome	PMID:28406602	MAXO:0000930	speech therapy	HP:0001608	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-11	2023-02-11
MONDO:0008030	Facioscapulohumeral Muscular Dystrophy 1	PMID:33712050	MAXO:0000112	food antioxidant supplementation	HP:0003547	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-12	2023-02-12
MONDO:0008030	Facioscapulohumeral Muscular Dystrophy 1	PMID:33712050	MAXO:0000065	aerobic exercise therapy	HP:0003547	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-12	2023-02-12
MONDO:0012589	Pitt-hopkins Syndrome	PMID:22934316	MAXO:0000011	physical therapy	HP:0001270	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-12	2023-02-12
MONDO:0012589	Pitt-hopkins Syndrome	PMID:22934316	MAXO:0000058	pharmacotherapy	HP:0002883	TREATS	TAS	CHEBI:27690	acetazolamide		ORCID:0000-0001-5208-3432	2023-02-12	2022-06-10
OMIM:277480	Von Willebrand Disease, Type 3	PMID:20301765	MAXO:0000446	desmopressin agent therapy	HP:0008330	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-12	2023-02-12
OMIM:277480	Von Willebrand Disease, Type 3	PMID:20301765	MAXO:0000445	antifibrinolytic agent therapy	HP:0001892	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-12	2023-02-12
MONDO:0008044	Myoclonic Dystonia	PMID:21220679	MAXO:0000943	deep brain stimulation	HP:0001336	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-12	2023-02-12
MONDO:0008044	Myoclonic Dystonia	PMID:21825253	MAXO:0000943	deep brain stimulation	HP:0001336	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-12	2023-02-12
MONDO:0014334	Immunodeficiency 22	PMID:9664084	MAXO:0010030	bone marrow transplantation	HP:0002721	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-12	2023-02-12
MONDO:0013456	Megaloblastic Anemia Due To Dihydrofolate Reductase Deficiency	PMID:21310277	MAXO:0001128	folic acid supplementation	HP:0001889	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-12	2023-02-12
MONDO:0013531	Phosphoserine Phosphatase Deficiency	PMID:25080166	MAXO:0010021	serine supplementation	MONDO:0013531	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-13	2023-02-13
